number,ROI_mean,Vec (V)
891,19.88094848484849,0.108505
892,19.879577777777783,0.108152
893,19.877318181818183,0.10773
894,19.877941414141418,0.107458
895,19.880573737373737,0.107135
896,19.881126262626253,0.106844
897,19.878070707070705,0.106565
898,19.87535353535353,0.106131
899,19.879033333333332,0.105809
900,19.874839393939396,0.105406
901,19.871043434343434,0.105233
902,19.871564646464645,0.104892
903,19.87363737373737,0.104588
904,19.873931313131322,0.10421
905,19.8714595959596,0.103739
906,19.870771717171714,0.103374
907,19.86949191919192,0.103175
908,19.868677777777776,0.102773
909,19.868193939393944,0.102425
910,19.867104040404037,0.102103
911,19.864736363636364,0.1017
912,19.866140404040408,0.101545
913,19.865931313131323,0.101161
914,19.86627373737373,0.100734
915,19.865318181818186,0.100604
916,19.86290707070707,0.10012
917,19.8608393939394,0.0998847
918,19.862194949494942,0.0995066
